enumeration,value
*Nc1ccc(C(=O)C(=S)*)cc1,1.7009
*Nc1ccc(C(=O)O*)cc1,3.977
*c1ccc(C(=S)c2ccc(N*)cc2)cc1,1.8785
N(c1sc(*)cc1)c1ccc(N*)cc1,2.8374
N(O*)c1ccc(N*)cc1,3.6275
O(c1sc(*)cc1)c1ccc(N*)cc1,3.4138
O(c1ccc(*)cc1)c1ccc(N*)cc1,3.2074
*Nc1ccc(OC(=S)*)cc1,3.2479
c1c(-c2ccc(*)cc2)sc(C(=O)N*)c1,1.9448
*NC(=O)c1sc(C(*)=O)cc1,2.6812
*NC(=O)c1sc(C(*)=S)cc1,1.932
c1c(O*)sc(C(=O)N*)c1,3.0418
c1c(-c2ccc(*)s2)ccc(C(=O)N*)c1,1.9266
*c1ccc(-c2ccc(C(=O)N*)cc2)cc1,2.6675
*NC(=O)c1ccc(C(=S)*)cc1,2.4238
*NC(=O)c1ccc(O*)cc1,3.6086
*NC(=O)C(c1ccc(*)s1)=S,0.9512
*NC(=O)C(c1ccc(*)cc1)=S,1.5619
O=C(C(C(*)=O)=S)N*,1.4363
O=C(C(O*)=S)N*,2.095
c1cc(*)sc1NC(=O)N*,3.137
*NC(=O)Nc1ccc(*)cc1,3.4515
O=C(NC(=O)*)N*,3.9867
O=C(NC(=S)*)N*,2.0371
O=C(NO*)N*,5.0658
c1cc(*)sc1OC(=O)N*,3.4227
*NC(=O)Oc1ccc(*)cc1,3.4546
O=C(OC(=S)*)N*,2.5812
*NC(=S)c1sc(C(*)=S)cc1,1.6122
c1c(O*)sc(C(=S)N*)c1,2.3899
*NC(=S)c1ccc(O*)cc1,2.6021
S=C(C(C(*)=S)=O)N*,1.5026
S=C(C(O*)=O)N*,1.8481
*NC(=S)Nc1ccc(*)cc1,2.6405
S=C(NC(=S)*)N*,2.0315
S=C(NO*)N*,3.3916
S=C(OC(=S)*)N*,2.4316
c1(O*)ccc(ON*)cc1,4.5587
C(ON*)(=O)O*,5.0089
C(ON*)(=S)O*,3.7133
c1cc(NC(=S)N*)ccc1NC(Nc1ccc(Oc2ccc(*)cc2)cc1)=S,2.9952
c1cc(NC(=S)N*)ccc1NC(Nc1ccc(Cc2ccc(*)cc2)cc1)=S,3.6012
S=C(Nc1ccc(NC(=S)NCCCCCCC*)cc1)N*,3.5538
*c1ccc(Cc2ccc(NC(=S)N*)cc2)cc1,3.7898
C(Nc1cc(NC(OCCOCC*)=O)ccc1C)(=O)O*,4.5558
*C(NC(c1ccc(*)cc1)=O)=O,3.4047
O=C(OC(=O)*)N*,4.9145
O=C(C(C(*)=O)=S)O*,1.4341
c1cc(OC(CC(CCO*)=O)=O)ccc1*,3.7901
c1(N*)ccc(C(NC(OCC*)=S)=S)cc1,2.4106
C(OCO*)CCNC*,6.3311
*CNCNC(NC(=O)N*)=O,5.4
C(OCO*)NC(NC*)=O,6.6011
*CNC(ONC(NO*)=O)=O,5.9707
C(CCO*)OCOC*,7.1737
C(=O)(NCCNC*)OC*,6.3647
c1(Nc2sc(OC(=S)Nc3sc(C(*)=O)cc3)cc2)ccc(*)s1,2.3992
*NOC(NCC(NC(=O)*)=O)=O,4.9352
*NCCCNC(=O)NC(=O)*,6.0227
N(C(=O)NC(Nc1sc(N*)cc1)=O)C(=O)*,3.2632
*NCNC(OC(NC(=O)*)=O)=O,5.4649
O(NC(=O)*)CCCCO*,5.6793
*C(ONC(c1ccc(C(=O)c2ccc(O*)cc2)s1)=O)=O,2.9014
s1c(C(F)(F)*)ccc1C(F)(F)c1sc(*)cc1,3.3708
c1(C(F)(F)C(*)=S)ccc(C(*)(F)F)s1,2.1503
c1cc(C(F)(*)F)sc1C(F)(F)O*,3.9843
FC(F)(c1ccc(C(F)(F)c2sc(*)cc2)cc1)*,3.9825
FC(F)(c1ccc(C(F)(F)c2ccc(*)cc2)cc1)*,4.1742
c1(C(F)(F)C(*)=S)ccc(C(*)(F)F)cc1,2.4957
c1cc(C(F)(*)F)ccc1C(F)(F)O*,4.4042
c1(C(F)(C(*)(F)F)F)sc(C(*)=S)cc1,2.1029
C(F)(C(F)(*)F)(c1sc(O*)cc1)F,4.0762
FC(C(F)(F)c1ccc(-c2sc(*)cc2)cc1)(F)*,4.0895
FC(C(F)(F)c1ccc(-c2ccc(*)cc2)cc1)(F)*,3.2719
c1(C(C(*)(F)F)(F)F)ccc(C(*)=S)cc1,2.3476
C(F)(C(F)(*)F)(c1ccc(O*)cc1)F,4.7894
C(F)(C(F)(*)F)(Cc1ccc(*)s1)F,4.5178
C(F)(C(F)(*)F)(Cc1ccc(*)cc1)F,5.11
FC(C(F)(F)*)(CC(*)=O)F,5.0395
FC(C(F)(F)*)(CC(*)=S)F,2.1430000000000002
FC(C(*)(F)F)(CN*)F,7.8675
FC(C(*)(F)F)(CO*)F,8.8494
O=C(C(F)(C(*)(F)F)F)c1ccc(*)s1,3.0077
O=C(C(C(*)(F)F)(F)F)c1ccc(*)cc1,3.5762
*C(C(C(F)(F)C(*)(F)F)=O)=S,1.5715
FC(C(F)(F)*)(F)C(=S)O*,3.1746
C(F)(C(F)(*)F)(Nc1ccc(*)s1)F,3.3898
C(F)(C(F)(*)F)(Nc1ccc(*)cc1)F,4.1626
FC(C(F)(F)*)(NC(*)=O)F,5.4991
FC(C(F)(F)*)(NC(*)=S)F,2.8927
FC(C(*)(F)F)(ON*)F,6.3342
FC(F)(c1ccc(*)s1)CC(F)(*)F,3.8644
FC(F)(c1ccc(*)cc1)CC(F)(*)F,4.3368
C(C(F)(F)*)C(F)(F)C(*)=O,4.9978
C(C(F)(F)*)C(F)(F)C(*)=S,2.4856
C(C(*)(F)F)C(F)(F)N*,8.287
C(C(*)(F)F)C(F)(F)O*,10.0451
*C(C(C(=O)C(*)(F)F)(F)F)=O,3.1408
O=C(C(F)(F)*)C(F)(F)O*,5.2263
S=C(C(F)(F)*)C(F)(F)O*,2.4298
FC(F)(c1ccc(*)s1)NC(F)(*)F,3.6543
FC(F)(c1ccc(*)cc1)NC(F)(*)F,4.2709
N(C(F)(F)*)C(F)(F)C(*)=O,5.0875
N(C(F)(F)*)C(F)(F)C(*)=S,2.6094
N(C(*)(F)F)C(F)(F)N*,8.2637
N(C(*)(F)F)C(F)(F)O*,8.991
*C(C#N)(C(*)C#N)C#N,5.8992
*C(C#N)(C#N)C*,6.9314
N#CC(C#N)(C(C(*)(C#N)C#N)C#N)C*,6.2447
C(C(C(*)(C#N)C#N)C(C(C(C#N)(C#N)C*)C#N)(C#N)C#N)#N,6.2667
N#CC(*)(C#N)C(C(C#N)(C(C(C(C(C#N)(C#N)C*)C#N)(C#N)C#N)C#N)C#N)C#N,5.9056
*C(C#N)(C#N)C(C#N)C(CC(C#N)(C#N)C*)(C#N)C#N,6.5308
C(C(C#N)(C#N)C*)C(C#N)(C#N)CC(C#N)(C(C(*)(C#N)C#N)C#N)C#N,6.4504
C([2H])(*)=C([2H])*,0.6605
