enumeration,value
C(CCCCCCCOc1ccc(N=Cc2ccc(C(Oc3cc(O*)ccc3)=O)cc2)cc1F)CCCCOc1c(F)cc(N=Cc2ccc(C(=O)*)cc2)cc1,26.81
C(CCCCCCCOc1ccc(N=Cc2ccc(C(Oc3cc(O*)ccc3)=O)cc2)cc1Cl)CCCCOc1c(Cl)cc(N=Cc2ccc(C(=O)*)cc2)cc1,17.81
C(CCCCCCCCCOc1ccc(N=Cc2ccc(C(=O)Oc3c(Cl)cc(Cl)c(O*)c3)cc2)cc1)CCOc1ccc(N=Cc2ccc(C(=O)*)cc2)cc1,39.32
C(CCCCCCCCCOc1c(F)cc(N=Cc2ccc(C(=O)Oc3c(Cl)cc(Cl)c(O*)c3)cc2)cc1)CCOc1c(F)cc(N=Cc2ccc(C(=O)*)cc2)cc1,13.69
C(CCCCCCCCCOc1c(Cl)cc(N=Cc2ccc(C(=O)Oc3c(Cl)cc(Cl)c(O*)c3)cc2)cc1)CCOc1c(Cl)cc(N=Cc2ccc(C(=O)*)cc2)cc1,10.75
c1(C=Nc2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)ccc(Oc2ccc(C(C)(c3ccc(Oc4ccc(C=Nc5ccc(O*)cc5)cc4)cc3)C)cc2)cc1,9.78
c1c(Oc2ccc(C(C(F)(F)F)(c3ccc(Oc4ccc(C=Nc5ccc(O*)cc5)cc4)cc3)C(F)(F)F)cc2)ccc(C=Nc2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)c1,8.63
c1(-c2ccc(Oc3ccc(N=Cc4ccc(*)cc4)cc3)cc2)ccc(Oc2ccc(N=Cc3ccc(Oc4ccc(S(=O)(c5ccc(O*)cc5)=O)cc4)cc3)cc2)cc1,6.06
c1c(C(OCCCCOCCCCOCCCCOC(c2ccc(N=C*)cc2)=O)=O)ccc(N=Cc2ccc(*)s2)c1,6.58
c1c(N=Cc2cc(OCCC(CCCC(C)C)C)c(C=Nc3ccc(C(=O)OCCCCOCCCCOCCCC*)cc3)cc2OCCC(CCCC(C)C)C)ccc(C(=O)O*)c1,37.44
C(C)C(CS*)(CC)C*,42.66
C(C)CCCCCCCCCCc1cc(*)sc1*,7.63
*c1sc(*)c(CCCCCC)c1,10.8
C(CCCCC)CCc1cc(*)sc1*,9.05
C(C)CCc1cc(*)sc1*,12.76
c1(-c2sc(*)nn2)ccc(OC(=O)CCCCCCCCC(=O)Oc2cc(C=C*)ccc2)cc1,3.03
c1(-c2sc(*)nn2)cccc(OC(=O)CCCCCCCCC(Oc2ccc(C=C*)cc2)=O)c1,10.77
c1(-c2ccc(OC(=O)CCCCCCCCC(Oc3ccc(C=C*)cc3)=O)cc2)sc(*)nn1,8.94
c1ccc(OC(=O)CCCCCCCCC(=O)Oc2cc(C=C*)ccc2)cc1-c1nnc(*)s1,12.49
C(CCCCCSCCC(=O)OCCCC*)SCCC(O*)=O,29.63
*C(=O)c1cccc(C(Oc2ccc(O*)cc2)=O)c1,77.61
C(CCCCCCCCC(=O)Nc1ccc(C(OCCCCCCCCCC*)=O)cc1)CC(=O)Nc1ccc(C(O*)=O)cc1,17.1
*OC(C)(CC(=O)*)C(F)(F)F,1.69
C(c1ccc(-c2ccc(C(*)=O)cc2)cc1)(Oc1ccc(O*)cc1)=O,0.64
c1c2c(cc(OC(=O)c3ccc(-c4ccc(C(=O)*)cc4)cc3)cc2)ccc1O*,34.61
C(CCC=C)CCCC(CC(=O)*)O*,13.86
c1ccccc1CCC(CC(=O)*)O*,3.08
*OC(CCCCC)CC(=O)*,50.92
C(*)(c1cc(CCC)c(O*)cc1)=O,32.4
O(*)C(=O)CC=CCC(=O)OCCCCCC*,77.09
C(C=CCC(OCCCCCCCCCC*)=O)C(O*)=O,84.02
C(C=CCC(O*)=O)C(=O)OCCCCCCCCCCCC*,89.84
C(CCCCCC*)CCCCCCCOC(=O)CC=CCC(O*)=O,82.99
C(CC=CCCC(=O)OCCCCCC*)C(O*)=O,63.8
C(CCCCCC*)CCCCCOC(=O)CCC=CCCC(O*)=O,93.31
C(CCCCCC*)CCCCCCCOC(=O)CCC=CCCC(O*)=O,81.89
CC(C(O*)=O)NC(=O)C*,90.21
C(Oc1ccc(CCNC(=O)c2cc(C(=O)NCCc3ccc(O*)cc3)ccc2)cc1)(c1cccc(C(=O)*)c1)=O,44.38
*C(c1cccc(C(=O)NCCc2ccc(O*)cc2)c1)=O,21.5
O(c1c(OC(CCCCCCCCCCCCCCC(*)=O)=O)cc(OC(=O)c2ccc(OC)cc2)c(O*)c1)C(=O)c1ccc(OC)cc1,37.08
C(CCCCCCC(=O)Oc1cc(OC(=O)c2ccc(OCC)cc2)c(O*)cc1OC(=O)c1ccc(OCC)cc1)CCCCCCCC(=O)*,34.21
C(CCCCCC(=O)Oc1cc(OC(c2ccc(OCCC)cc2)=O)c(O*)cc1OC(=O)c1ccc(OCCC)cc1)CCCCCCCCC(*)=O,28.48
C(CCCCCC(Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c(O*)cc1OC(=O)c1ccc(OCCCC)cc1)=O)CCCCCCCCC(=O)*,19.6
C(CCCCC(=O)Oc1c(OC(=O)c2ccc(OCCCCC)cc2)cc(O*)c(OC(c2ccc(OCCCCC)cc2)=O)c1)CCCCCCCCCC(*)=O,16.08
C(C(Oc1c(OC(=O)c2ccc(OCCCC)cc2)cc(O*)c(OC(c2ccc(OCCCC)cc2)=O)c1)=O)CCCCCCC(=O)*,29.15
c1cc(OCCCC)ccc1C(=O)Oc1cc(OC(CCCCCC(*)=O)=O)c(OC(=O)c2ccc(OCCCC)cc2)cc1O*,32.7
c1(OC(=O)c2ccc(C)cc2)c(O*)cc(OC(=O)c2ccc(C)cc2)c(OC(=O)CCCCCCCCCCCCCCC(*)=O)c1,35.53
O=C(OCCc1ccc(NC(=O)c2cc(C(Nc3ccc(CC*)cc3)=O)ccc2)cc1)c1cccc(C(O*)=O)c1,57.22
FC(F)(C(C(F)(C(F)(C(F)(F)C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F)(F)F)C(F)(F)CCCCCCCCCCOc1cc(C(=O)*)cc(C(Oc2ccc(O*)cc2)=O)c1,3.92
C(OCCOc1cc(C(=O)*)ccc1C(Oc1c(OCCOC)cc(O*)c(OCCOC)c1)=O)C,5.48
C(C(=O)O*)NC(=O)C*,24.83
c1cccc(-c2cc(C(=O)*)ccc2C(Oc2c(OCCOC)cc(O*)c(OCCOC)c2)=O)c1,14.18
OC(C(O*)=O)C(O)C(OCCCCCCCCC*)=O,48.33
C(C(O*)=O)CC(=O)OCCCCCCCCC*,49.36
c1(C(C)CC(=O)N*)ccc(CCC(=O)NCCCCCC*)cc1,22.96
c1c(C(CCC(NCCCCCC*)=O)(C)C)ccc(C(CCC(=O)N*)(C)C)c1,1.61
C(CCCCCCCCOC(=O)CCC(C(=O)*)N*)C,2.92
C(CCCCCCCCCCOC(=O)CCC(C(=O)*)N*)C,11.27
C(CCCCCC)CCCCCCCOC(=O)CCC(C(=O)*)N*,22.28
O(C(=O)CCC(C(=O)*)N*)CCCCCCCCCCCCCCCC,30.47
O(C(=O)CCC(C(=O)*)N*)CCCCCCCCCCCCCCCCCC,36.87
O=C(N*)c1ccc(C(=O)NCC(CCC*)C)cc1,27.74
c1(N(CCC)*)ccc(C(*)=O)cc1,38.13
c1(N(CCCC)*)ccc(C(*)=O)cc1,71.56
C(CC*)NC(O*)=O,63.79
c1cc(-c2cc3c(cc2)C(=O)N(*)C3=O)cc2c1C(=O)N(c1ccc(Oc3cc(Oc4ccc(*)cc4)ccc3)cc1)C2=O,74.47
c1(Oc2ccc(N3C(=O)c4c(ccc(*)c4)C3=O)cc2)ccc(NC(*)=O)cc1,73.35
c1c(-c2ccc3c(c2)C(=O)N(*)C3=O)cc2c(c1)C(=O)N(c1ccc(Oc3ccc(Oc4ccc(*)cc4)cc3)cc1)C2=O,81.52
c1(-c2cc3c(cc2)C(=O)N(c2ccc(Oc4ccc(Oc5ccc(Oc6ccc(*)cc6)cc5)cc4)cc2)C3=O)ccc2c(c1)C(=O)N(*)C2=O,72.34
c1c(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(-c5ccc(Oc6ccc(*)cc6)cc5)cc4)cc2)C3=O)cc(Oc2ccc3c(c2)C(=O)N(*)C3=O)cc1,98.4
c1(Oc2cc3c(cc2)C(=O)N(c2ccc(Oc4ccc(-c5ccc(Oc6ccc(*)cc6)cc5)cc4)cc2)C3=O)ccc2c(c1)C(=O)N(*)C2=O,78.27
CCCCCCCCCCCCN1C(=O)C(*)C(CC*)C1=O,5.94
C(N1C(=O)C(*)C(CC*)C1=O)CCCCCCCCCCCCCCC,8.58
C(F)(C(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)C(F)(F)C(NCCCCN1C(=O)C(CC*)C(*)C1=O)=O)F)(F)F,3.16
C(NCCCCN1C(=O)C(C(CCCCCCCCCCCCCCCC)C*)C(*)C1=O)(=O)C(F)(F)C(F)(F)C(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)(F)F,2.98
C(CC*)OC(O*)=O,10.25
O(C(O*)=O)CC(C)(C)C*,26.11
O=C(CCCCCCCC)N(CC*)*,16.86
C(CCCCCC(=O)N(CC*)*)CCCC,15.83
C(CCCC)CCCCCCCC(=O)N(CC*)*,13.23
C(CCCCCCCCC(=O)N(CC*)*)CCCC,13.42
C(CCCCCCCCCC(=O)N(CC*)*)CCCC,12.58
C(CCCCCCCCCCC(=O)N(CC*)*)CCCC,11.08
FC(F)(C(C(F)(F)CCC(=O)N(CC*)*)(F)F)C(F)(F)F,26.86
C(C(=O)N(CC*)*)CC(F)(C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(F)F)F,23.27
FC(C(C(C(F)(F)C(C(F)(F)C(F)(F)C(F)(F)F)(F)F)(F)F)(F)F)(F)CCC(=O)N(CC*)*,24.72
FC(C(F)(C(F)(C(C(F)(F)C(F)(F)C(C(F)(F)CCC(=O)N(*)CC*)(F)F)(F)F)F)F)(F)C(F)(C(F)(F)F)F,25.82
FC(C(F)(C(F)(C(F)(C(F)(F)C(C(F)(F)CCC(N(*)CC*)=O)(F)F)F)F)F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,37.92
C(CSCCCOc1ccc(C(=O)N(CC*)*)cc1)(=O)O,11.78
C(CCCCCC(=O)N(CC*)*)CCC=C,17.53
C(O)CCCCCCCCCC(=O)N(CC*)*,28.17
O=C(N(CC*)*)CCCCCCCCC,18.09
*CC(CC)N(C(CCCC)=O)*,17.5
OS(=O)(CCCCCCCCCCOc1ccc(-c2ccc(OCCCCCCCCCCS(=O)(=O)O)c(S(=O)(*)=O)c2)cc1*)=O,5.82
C(Oc1c(C=Cc2ccc(*)cc2)cc(OCCCC)c(C=C*)c1)CCC,8.38
[2H]C(C(F)(F)*)([2H])*,48.0
[2H]C(C(Cl)([2H])*)([2H])*,15.78
FC(*)(F)*,31.84
C(=C\C*)\C*,25.58
C(Oc1ccc(C=Nc2ccc(N=Cc3ccc(OC(CCC[Si](C)(C)O*)=O)cc3)cc2)cc1)(CCC[Si](*)(C)C)=O,29.05
C(CCC(=O)Oc1ccc(C=Nc2ccc(Cc3ccc(N=Cc4ccc(OC(=O)CCC[Si](*)(C)C)cc4)cc3)cc2)cc1)[Si](C)(C)O*,21.74
C(CN(CCCCCCOc1ccc(C=Cc2ccc([N+]([O-])=O)cc2)cc1)CC*)OC(=O)NCCCCCCNC(=O)O*,7.55
