enumeration,value
c1c(*)ccc(C(c2ccc(Oc3ccc(O*)c(C)c3)cc2)=O)c1,3.5517
c1c(Oc2ccc(*)cc2)ccc(-c2sc3cc4nc(*)sc4cc3n2)c1,3.2878
c1c(C(c2oc(CNC(=O)OCc3ccc(COCc4oc(COC(=O)NC*)cc4)o3)cc2)(C)C)oc(*)c1,4.4843
C(OC(NCc1ccc(CNC(OC*)=O)o1)=O)c1ccc(*)o1,5.0674
c1cc(C(C)(C)c2ccc(CNC(=O)OC(c3occc3)C(OC(=O)NC*)c3occc3)o2)oc1*,4.7926
c1cc(C(c2ccc(Oc3ccc(*)cc3)cc2)=O)ccc1Oc1ccc(C(c2ccc(Oc3ccc(-c4n(-c5ccc(-n6c7c(nc6*)cccc7)cc5)c5c(n4)cccc5)cc3)cc2)=O)cc1,3.2485
ClC(F)(F)C1(C(F)(F)F)OC(*)(F)C(F)(*)O1,8.2297
FC(C1(C(F)(F)F)OC(F)(*)C(*)O1)(F)F,8.2782
c1(Oc2cccc3c(Oc4ccc5c(c4)C(=O)N(c4c(C)cc(Cc6cc(C)c(*)c(C)c6)cc4C)C5=O)cccc32)ccc2c(c1)C(=O)N(*)C2=O,3.4317
c1cc(OCCCCCC*)ccc1C(N(c1ccccc1)C(=O)c1ccc(O*)cc1)=O,3.9898
*c1ccc(NC(c2ccc(C(=O)Nc3ccc(Oc4c(C)c(C)c(O*)c(C)c4C)cc3)cc2)=O)cc1,3.2842
c1cc(*)ccc1C1(c2ccc(Oc3ccc(S(=O)(c4ccc(O*)cc4)=O)cc3)cc2)c2c(cccc2)-c2c1cccc2,4.0393
c1(CC*)ccc(*)o1,4.9056
n1c(-c2cc(*)ccc2)oc2cc(-c3cc4c(oc(*)n4)cc3)ccc12,3.5292
*Oc1c(OC)cc(*)c(OC)c1,4.0822
*SC*,5.3464
*C(F)(F)S*,5.6762
C(SSCCCCSS*)CCCCC*,5.0908
*OC(=O)CCSCCC(=O)*,4.6003
*OC(=O)CSCCSCC(=O)*,4.3837
S(CCSCCC(=O)*)CCC(=O)O*,4.6742
FC(F)(C(F)(F)C*)C(F)(F)C(F)(COC(=O)CSCCSCC(O*)=O)F,5.0898
N(CCSCCSCCNC(OCC*)=O)C(O*)=O,5.2808
N(CCSCCCCSCCNC(OCC*)=O)C(O*)=O,5.1396
N(CCSCCSCCNC(=O)OCCCC*)C(O*)=O,5.7445
N(CCSCCSCCNC(OCCCCC*)=O)C(O*)=O,5.3739
C(CSCCNC(O*)=O)CCSCCNC(OCCCCC*)=O,5.2673
C(NCCSCCCCCSCCNC(O*)=O)(OCCCCC*)=O,5.3077
C(NCCSCCCCCCSCCNC(O*)=O)(OCCCCC*)=O,5.1243
S(CCSCCNC(=O)OCCCCCC*)CCNC(O*)=O,5.3918
O(CCCCCC*)C(NCCSCCCCSCCNC(O*)=O)=O,5.4298
O(CCCCCC*)C(NCCSCCCCCSCCNC(O*)=O)=O,5.2279
O(CCCCCC*)C(NCCSCCCCCCSCCNC(O*)=O)=O,5.4367
N(CCSCCSCCNC(=O)OCCC*)C(O*)=O,5.2508
C1C(S*)CC(*)CC1,4.9242
O(CC1CCC(C*)CC1)C(NCCSCCCSCCNC(=O)O*)=O,5.5784
O(CC1CCC(C*)CC1)C(NCCSCCCCCSCCNC(=O)O*)=O,5.2578
c1c(S*)ccc(*)c1,3.6211
C(SSSS*)c1ccc(C*)cc1,4.3206
C(*)(=O)CCSc1ccc(SCCC(=O)O*)cc1,4.6942
C(CCSCc1ccc(CSCCC(=O)O*)cc1)(*)=O,4.567
O=C(Oc1ccc(Sc2ccc(O*)cc2)cc1)*,4.473
*SCCc1ccc(Cc2ccc(CC*)cc2)cc1,4.9003
c1cc(C(*)=O)ccc1SCCCCSc1ccc(C(=O)O*)cc1,3.6584
C(=O)(OC(CC*)=O)CCc1sc(*)cc1,4.6241
c1c(CC(NCCCCCCNC(=O)C*)=O)sc(*)c1,4.7548
n1c(-c2cc(*)ccc2)sc2cc(-c3cc4c(nc(*)s4)cc3)ccc12,3.3066
n1c(-c2ccc(-c3csc(CC*)n3)cc2)csc1*,3.7563
n1c(-c2ccc(-c3nc(CCCC*)sc3)cc2)csc1*,3.7312
C(CCCCCC*)Cc1scc(-c2ccc(-c3nc(*)sc3)cc2)n1,3.6182
c1cc(Sc2ccc(-c3nc4c(nc3-c3ccccc3)cc(-c3cc5nc(-c6ccccc6)c(*)nc5cc3)cc4)cc2)ccc1*,3.3214
C1=CC(*)SC1*,4.9030000000000005
C(CCCCCC*)CCCOC(CCCCSCCCCC(O*)=O)=O,5.1162
C(CCCC(=O)OCCCCCCCCCCCCCCCCCCCC*)SCCCCC(=O)O*,5.0235
c1(*)nc2ccc(*)cc2s1,2.966
c1c2c(sc(*)n2)cc2nc(-c3ccc(*)cc3)sc12,3.1122
C(OC(SSC(O*)=O)=O)CCCCC*,5.2035
C(CCCSCCCCC(OCCCCCC*)=O)C(O*)=O,5.2687
C(CCCSCCCCC(OCCCCC*)=O)C(O*)=O,5.2896
C1CN(C(SSCCCCCCSSC(*)=O)=O)CCN1*,4.64
C1CN(C(=O)SSCCCCSSC(*)=O)CCN1*,4.2166
C(=O)(OCCCC*)SSSSC(O*)=O,4.6274
C(=O)(OCCCC*)SSSC(=O)O*,3.9747
N1(C(SSCCCCSSC(=O)N2CCC(*)CC2)=O)CCC(CCC*)CC1,5.001
C(CCCSCCCCC(=O)OCCC*)C(O*)=O,5.3966
C(C(O*)=O)CCCSCCCCC(OCC*)=O,5.1928
C(CCSCCCCC(OCCC(C)O*)=O)CC(=O)*,5.3678
*C(OC)=C(c1sc(*)cc1)OC,2.5351
c1cc(*)sc1C(O)C(*)=O,4.0132
S(CC(OCC(F)(F)C(F)(F)C(F)(F)C*)=O)CSCC(O*)=O,5.1865
O=C(C(=O)O*)OCC*,6.5784
O(*)C(C(OCCCCCCCCCC*)=O)=O,5.4658
*CCOC(CCC(=O)O*)=O,6.5377
*CCCOC(CCC(=O)O*)=O,6.805
C(CC(OCCCCCCCCCC*)=O)C(O*)=O,6.7167
O=C(CCCC(=O)O*)OCCC*,6.7627
C(CCC(OCCCCCCCCCC*)=O)C(O*)=O,6.7292
C(CCCC(=O)O*)C(OCC*)=O,6.7259
O=C(CCCCC(=O)O*)OCCC*,6.7235
C(CCCC(OCCCCCCCCCC*)=O)C(O*)=O,6.5494
C(CCCCCC(O*)=O)C(OCC*)=O,6.9025
C(CCCCCC(=O)OCCC*)C(O*)=O,6.9244
C(CCC(OCCCCCCCCCC*)=O)CCCC(O*)=O,6.7689
O(*)C(=O)CCCCCCCC(=O)OCCC*,6.6032
C(CCCCCC(O*)=O)CC(OCCCCCCCCCC*)=O,6.6816
O(*)C(=O)CCCCCCCCC(OCC*)=O,6.8048
C(C(O*)=O)CCCCCCCC(=O)OCCC*,6.8385
C(CCCCCCCC(=O)OCCCC*)C(O*)=O,6.818
C(CCCCCCCC(OCCCCCC*)=O)C(O*)=O,6.8548
C(CCCCCCCC(=O)OCCCCCCC*)C(O*)=O,6.8159
C(CCCCCC*)CCCOC(CCCCCCCCC(O*)=O)=O,6.7107
c1(C(OCC*)=O)ccc(C(=O)O*)cc1,4.6867
c1(C(OCC*)=O)cc(C(=O)O*)ccc1,4.9772
*OC(c1cc(C(=O)OCCCC*)ccc1)=O,5.1711
c1(Cc2ccc(O*)cc2)ccc(OC(c2cc(C(=O)*)ccc2)=O)cc1,3.7336
O(*)C(=O)c1ccc2c(cc(C(OCC*)=O)cc2)c1,3.9507
C(C(=O)S*)CCCC*,5.3869
C(OC(CCC(O*)=O)=O)CCCCC*,6.7086
C(=O)(OCCCC*)CCCCC(O*)=O,6.8238
C(CCCC(OCCCCC*)=O)C(O*)=O,6.8948
C1CC(O*)CCC1OC(CCCCC(*)=O)=O,6.706
C(CCCCCCCC(=O)OCC#CC*)C(O*)=O,6.1042
O=C(O*)C1CCC(C(=O)OCCCCCC*)CC1,6.5806
C(c1cc(C(=O)Oc2cc(O*)ccc2)ccc1)(*)=O,4.1279
c1cc2c(cc1)C(c1ccc(OC(c3cc(C(Oc4ccc(*)cc4)=O)ccc3)=O)cc1)(*)OC2=O,3.9147
O=C(O*)C*,7.0895
C(C(O*)=O)CC*,6.7691
C(CC*)CC(O*)=O,6.622999999999999
C(C(=O)O*)CCCC*,6.6614
C(CCCCC(=O)O*)CCCCC*,6.8465
C(CCCCCCCCCCC*)C(O*)=O,6.7386
C(C(O*)=O)CCCCCCCCCCCCC*,6.9774
C(C(O*)=O)CCCCC*,6.5222
*CCCCCCCC(=O)O*,6.6609
*CCCCCCCCC(=O)O*,6.4657
C(CCCC(=O)O*)CCCCC*,6.6843
C(CCCCCC(O*)=O)CCCCC*,6.7916
O(*)C(=O)CCCCCCCCCCCCC*,6.7839
C(CCCCCCCCCCCCCC*)C(O*)=O,6.7798
C(CCCC(OCCCCCCCC*)=O)C(O*)=O,6.8225
C(CCCCCC(OCCCCCCCC*)=O)C(O*)=O,6.7527
C(CCCCCCCCC*)OC(CCCCCCCCCCCCCCCCC(O*)=O)=O,6.6124
C(CCCC(O*)=O)C(=O)OCCCCCCCCCCCC*,6.8209
C(CCCCCC*)CCCCCCCOC(=O)CCCCC(O*)=O,6.651
C(CCCCCC*)CCCCCCCOC(=O)CCCCCCC(O*)=O,6.7022
C(CCCCCC*)CCCCCCCCCOC(=O)CCCCC(O*)=O,6.7152
*OC(CCCCCCC(=O)OCCCCCCCCCCCCCCCC*)=O,6.8244
*C(=O)CCCCC(=O)OC(C)CCC(C)O*,6.4506
*CCOC(C=CC(=O)O*)=O,4.8762
c1c(C(=CC(=O)O*)CC(=O)OCCCC*)ccc(OCC)c1,3.9789
c1cc(C(OCCCCCCCCCC*)=O)cc(C(=O)O*)c1,5.172999999999999
O=C(O*)c1ccc(C(=O)OCC(C)C(C)C*)cc1,4.7326
c1cc(C(OCC(CCC)C(CCC)C*)=O)ccc1C(=O)O*,4.734
C(c1ccc(C(=O)*)cc1)(Oc1cc(CCC(CC)C)c(O*)cc1)=O,3.5259
C(c1ccc(C(=O)*)cc1)(Oc1cc(C2CC3CC2CC3)c(O*)cc1)=O,3.8597
c1c(-c2ccc(O*)cc2)ccc(OC(=O)CCCCCCCCC(=O)*)c1,4.5699
N(c1ccc(Cc2ccc(NC(SCC(O*)=O)=O)cc2)cc1)C(SCC(=O)OCC*)=O,4.3268
C(=O)(O*)c1cccc(C(OCCCCC*)=O)c1,5.0521
c1cc(-c2ccc(OC(=O)CCCCCCCCCCCC(=O)*)cc2)ccc1O*,4.4464
O=C(O*)CCCCC(=O)OCC1CCC(C*)CC1,6.7775
C1CC(C*)CCC1COC(CCC(O*)=O)=O,6.5939
C(CCCCC(=O)O*)C(OCC*)=O,6.8822
C(OC(=O)C(=O)O*)CCCCC*,5.9794
C(*)(c1ccc(O*)cc1)=O,4.5225
CC(CC(=O)*)O*,6.4371
CC(C(=O)*)O*,5.9945
C(CC*)(=O)O*,7.0337
C(C(O*)CC(*)=O)Cl,6.865
CCC(C(O*)=O)(CC)C*,6.0889999999999995
CC(C)(C*)C(O*)=O,6.6633
C(C(O*)CC(*)=O)C,6.4081
CCC(C(=O)O*)(C)C*,6.6259
*C(=O)CC(C(C)C)O*,6.7353
CC(C(O*)=O)C*,6.7365
CCCC(C(O*)=O)(C)C*,6.7802
O=C(CC(C(Cl)(Cl)Cl)O*)*,5.7388
C(CCCCCCCCCC(=O)OCCC*)C(O*)=O,6.5126
C(C(=O)OCCC*)CCCCCCCCCCCCCCCC(O*)=O,6.9154
C(CCCCCCCCC(=O)OCCC*)C(O*)=O,6.7744
C=C(CC(=O)*)O*,5.0472
c1ccc(C(C(C)(C)C(=O)*)O*)cc1,5.5004
c1(Cl)ccc(C(C(C)(C)C(=O)*)O*)cc1,4.9195
CC(C(c1ccc(OC)cc1)O*)(C(=O)*)C,5.0038
O=C(CCCCCCCC(OCC1CCC(C*)CC1)=O)O*,6.8523
*OC(=O)C1CCC(C(OCC2CCC(C*)CC2)=O)CC1,6.6637
O(CC1CCC(C*)CC1)C(CCCCCCCCCCC(=O)O*)=O,6.723
O=C(CCCC(=O)OCC1CCC(C*)CC1)O*,6.7305
C(OC(C(=O)O*)=O)C1CCC(C*)CC1,5.4765
C(Cc1ccc(CC(=O)OCC2CCC(C*)CC2)cc1)(O*)=O,5.3094
O=C(CCCCCC(OCC1CCC(C*)CC1)=O)O*,6.6349
C(CCCCCCC(=O)OCC1CCC(C*)CC1)CC(=O)O*,6.7673
O=C(CCCCCCC(OCC1CCC(C*)CC1)=O)O*,6.827999999999999
C(CCCCCCC(OC1CCC(O*)CC1)=O)(*)=O,6.6443
C(=O)(O*)c1cccc(C(OCC2CC2C*)=O)c1,5.0466
C(C(OCCCCCCCCCC*)=O)C(O*)=O,6.9598
C(CCCCC(OCCCCCCCCCC*)=O)C(O*)=O,6.771
OC(C(O*)=O)C(C(OCCCCCCCCCC*)=O)O,6.2882
C(CCCCCC*)CCCOC(CCCCS(=O)(=O)CCCCC(O*)=O)=O,6.4132
C(CNC(CCCCC(NCCCCCC(=O)OCCCCCCCCCCCC*)=O)=O)CCCC(=O)O*,5.3312
*OC(CCCCC(=O)OCCCCCCCCCCCCCCCCCCCC*)=O,6.8416
C(CCCCCCCCC*)CCCCCCCCCCOC(=O)CCC(CC(O*)=O)C,6.747999999999999
C(CC(=O)OCCCCCCCCCCCCCCCCCCCC*)CCCCCC(O*)=O,6.5108
*OC(CCCC(=O)OCCCCCCCCCCCCCCCCCCCC*)=O,6.5682
C(CCCCCC*)CCCCCCCCCCCCCOC(CC(O*)=O)=O,6.2688
C(CCCCCC*)CCCCCCCCCCCCCOC(=O)C(O*)=O,5.2426
C(CCCCCCCCC*)CCCCCCCCCCOC(c1c(C(O*)=O)cccc1)=O,5.216
C(CCCCCCCCC*)CCCCCCCCCCOC(=O)CCCCCC(O*)=O,6.7391
C(CCCC(=O)OCCCCCCCCCCCCCCCCCCCC*)CCCCC(=O)O*,6.784
C(CCCCCCCCC*)CCCCCCCCCCOC(CCCCCCC(O*)=O)=O,6.7452
*OC(CCC(OCCCCCCCCCCCCCCCCCCCC*)=O)=O,6.7992
C(=O)(OCC(C)O*)CCCCC(=O)*,6.7094
*OC(CCCCCNC(=O)CCCCC(NCCCCCC(=O)OCC*)=O)=O,5.8201
*C(=O)CCCCCCCC(=O)OCC(C)O*,6.6084
C1(C(OCC*)=O)CCC(C(=O)O*)CC1,6.5843
O=C(*)c1ccc(CCc2ccc(C(=O)O*)cc2)cc1,4.4852
C(=O)(OCC(C)O*)CCCC(=O)*,6.7519
c1(C(=O)*)cc(C(=O)OCC(C)O*)ccc1,5.0391
*OC(=O)c1ccc(Cc2ccc(C(OCC*)=O)cc2)cc1,4.6415
c1cc(CC(OCC*)=O)ccc1CC(O*)=O,5.1252
C(c1ccc(C(NCCCCCCCCCCCCNC(=O)c2ccc(C(=O)OCC*)cc2)=O)cc1)(O*)=O,4.4904
C(CNC(CCCCC*)=O)CCCCNC(CCCCCOC(=O)CCCCC(O*)=O)=O,5.9182
C(CCCCNC(CCCCC(NCCCCCC(O*)=O)=O)=O)C(OCCCCCC*)=O,5.8108
C(CCCCCCC(OCCCCCC*)=O)C(O*)=O,6.8043
C(CCC(=O)OCCCCCC*)C(O*)=O,6.6665
C(C(O*)=O)CCCCC(=O)OCCCCCC*,6.502000000000001
O=S(=O)(CCCCC(O*)=O)CCCCC(=O)OCCCCCC*,6.5053
C(C)C(C(=O)*)(CC)O*,6.0873
CC(C)(O*)C(=O)*,5.8214
C(C(C(C)C)O*)(*)=O,6.2703
*CCCC(CCC(=O)O*)C,6.54
*Oc1ccc(CC(=O)*)cc1,4.8618
ClCC(C(O*)=O)(CCl)C*,6.551
CCCCC(CCCC)(C(=O)O*)C*,6.671
O=C(CC(C(Cl)(Cl)C)O*)*,6.4677
*Oc1ccc(C=CC(=O)*)cc1,3.6422
C(CCCC(OCC(F)(F)C(F)(F)C(F)(F)C*)=O)C(O*)=O,6.6433
c1cc(C(NCCCCCCNC(c2ccc(C(OCCCCC*)=O)cc2)=O)=O)ccc1C(=O)O*,4.3426
*CCCCCOC(C(=O)O*)=O,5.5658
C(CCCC(O*)=O)S(=O)(CCCCC(OCCCCC*)=O)=O,6.9262
c1c(CCCCC*)ccc(CCCCCOC(c2ccc(C(O*)=O)cc2)=O)c1,3.7742
O(C(CCC(*)=O)=O)c1ccc(O*)cc1,5.0485
O=C(*)c1ccc(C(Oc2ccc(O*)cc2)=O)cc1,3.7683
N1(CCC(Oc2ccc(OC(CC*)=O)cc2)=O)CCN(*)C(C)C1,4.6472
C(=O)(OCC(C)O*)C(=O)*,5.4575
C(CCCCNC(=O)c1ccc(C(=O)OCCCCCCCCCCCCCC*)cc1)NC(=O)c1ccc(C(O*)=O)cc1,4.6624
*CCCCOC(=O)CC(=O)O*,6.6946
*CCCCOC(=O)C(=O)O*,5.0922
C(=O)(OCCCC*)COCC(=O)O*,6.6832
O=C(O*)Cc1ccc(CC(=O)OCCCC*)cc1,5.4635
C(CCCS(CCCCC(=O)OCCCC*)(=O)=O)C(O*)=O,6.544
C(CCCCCNC(c1ccc(C(=O)OCCCCCCCCCCCCC*)cc1)=O)NC(=O)c1ccc(C(O*)=O)cc1,4.6196
C(C(O*)=O)CCCC(=O)OCC(CBr)(CBr)C*,6.0899
C(C(O*)=O)CCCC(=O)OCC(CCl)(CCl)C*,6.8357
C(C(O*)=O)CCCC(=O)OCC(CCl)(CBr)C*,6.6998
C(CCCC(OCC(C)(C)C*)=O)C(O*)=O,6.692
C(CCCCCCC(OCC(C)(C)C*)=O)C(O*)=O,6.5848
O=C(C1CCC(C(=O)OCCC*)CC1)O*,6.702999999999999
C(c1cc(C(=O)OCCC*)ccc1)(O*)=O,5.151
O=C(*)c1cc(C(OCCC(C)O*)=O)ccc1,5.0532
*CCCOC(CC(=O)O*)=O,6.6256
O(C(CCC(=O)O*)=O)CC(C)(C)C*,6.4486
O=C(C(O*)=O)OCCC*,5.7163
ClCC(COC(C(=O)O*)=O)(CCl)C*,5.906000000000001
*CC(C)(COC(C(=O)O*)=O)C,4.957
O=C(Cc1ccc(CC(=O)OCCC*)cc1)O*,5.2766
C(CCCCCCCC(OCC(C)(C)C*)=O)C(O*)=O,6.6996
C(C(O*)=O)CCCCCC(OCC(C)(C)C*)=O,6.7281
C(CCS(=O)(CCCCC(OCCC(C)O*)=O)=O)CC(=O)*,6.6674
O=C(CCCC(=O)OCc1ccc(C*)cc1)O*,5.4521
O(Cc1ccc(C*)cc1)C(CCCCCCCCCCC(=O)O*)=O,5.5473
O(C(=O)c1cc(C(OCc2ccc(C*)cc2)=O)ccc1)*,4.5912
O=C(CCCCCC(OCc1ccc(C*)cc1)=O)O*,5.6303
C(CCCCCCC(=O)OCc1ccc(C*)cc1)CC(=O)O*,5.2222
c1cc(C*)ccc1COC(CCC(O*)=O)=O,5.4639999999999995
O(C(CC(=O)O*)=O)CC(C)(C)C*,6.7138
C(CCCCCC*)CCCOC(c1cc2c(cc1)cc(C(O*)=O)cc2)=O,3.7577
*OC(C)CCCC(C(=O)*)C,6.6886
c1c(-c2cccc(C(=O)O*)c2)cccc1C(OCC(C(F)(F)C(F)(F)C*)(F)F)=O,4.3076
FC(C(F)(F)C(F)(F)C(CC(OCC(C(F)(F)C(F)(F)C*)(F)F)=O)CC(=O)O*)(F)F,6.6602
C(C(CC(O*)=O)CC(OCC(F)(F)C(C(F)(F)C(F)(F)C*)(F)F)=O)(F)(F)C(F)(F)C(F)(F)F,6.9563
C(CCC(OCC(F)(F)C(F)(F)C(F)(F)C*)=O)C(O*)=O,6.894
O(C(=O)CCCC(O*)=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C*,7.0209
C1CC(C(OC2C(C)(C)C(O*)C2(C)C)=O)CCC1C(=O)*,6.4982
c1cc(C(OC2C(C)(C)C(O*)C2(C)C)=O)ccc1C(=O)*,4.7185
C1CC(C(=O)OCCCC*)CCC1C(O*)=O,6.3839
C(c1cccc(C(=O)Oc2cc(O*)cc(C)c2)c1)(*)=O,4.2911
O=C(C1CCC(C(OCC(C)(C)C*)=O)CC1)O*,6.6144
c1(-c2cc(C)c(O*)c(C)c2)cc(C)c(OC(CCCCCC(*)=O)=O)c(C)c1,4.7241
c1(C(C)C)cc(C(c2cc(C(C)C)c(O*)cc2)(C)C)ccc1OC(c1ccc(C(=O)*)cc1)=O,3.2409
c1(C(c2cc(C)c(O*)c(C)c2)(C)C)cc(C)c(OC(c2ccc(C(*)=O)cc2)=O)c(C)c1,3.2111
c1cc2c(cc1)C(c1ccc(O*)cc1)(c1ccc(OC(c3ccc(C(=O)*)cc3)=O)cc1)c1c-2cccc1,3.1166
C(CCCCCC*)CCCCCOC(=O)c1cccc(C(=O)O*)c1,5.1678
C(CCCCCCCCC(OC1CCC(O*)CC1)=O)(*)=O,6.4612
C(=O)(OCC(C)O*)CCCCCC(=O)*,6.6845
C1CN(CCC(=O)OCCOC(CC*)=O)CCN1*,5.0863
C(CC(*)=O)CCCCCCC(=O)OCC(C)O*,6.952000000000001
C(CCCCC(=O)OCC(C)O*)CC(=O)*,6.5111
*OC(C)COC(=O)CCC(=O)*,6.8804
C(CCCS(=O)(CCCCC(OCC*)=O)=O)C(O*)=O,6.7001
C(CCS(CCCCC(=O)OCC(C)O*)(=O)=O)CC(=O)*,6.649
c1oc(C(O*)C(C)(C(=O)*)C)cc1,5.4574
*Cc1ccc(C(=O)O*)cc1,4.9209
O(*)C(C(OC)C(C(=O)OCCCC*)OC)=O,6.1422
C1C(c2ccc(O*)cc2)(c2ccc(OC(c3ccc(C(=O)*)cc3)=O)cc2)c2ccccc2C1,3.2587
*OC(C(C)(C(=O)*)C)=C(C)C,4.7881
C(=Cc1ccc(C=CC(Oc2ccc(O*)cc2)=O)cc1)C(*)=O,3.0386
N1(c2ccc(C(=O)Nc3ccc(C(OCCCCCCCCOC(*)=O)=O)cc3)cc2)C(=O)c2ccc(*)cc2C1=O,2.9577
O(*)C(=O)c1cc(C)c(-c2c(C)cc(C(OCC*)=O)cc2)cc1,4.5782
c1c(C(=O)OCC*)ccc(C2(C)CC(C)(C)c3ccc(C(O*)=O)cc32)c1,4.3486
*OC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(OCC(C(F)(F)C(F)(F)C*)(F)F)=O)=O,6.5652
FC(C(F)(F)C(F)(F)C*)(F)C(F)(COC(C(F)(F)C(C(F)(F)C(F)(F)C(O*)=O)(F)F)=O)F,6.3052
C(CC(=O)*)CCC(C)O*,6.5026
C(CC*)(=O)N*,5.6558
C(C(=O)N*)CCCC*,5.9862
C(C(N*)=O)CCCCC(=O)NCCCCCC*,5.936
C(CCCCCC(=O)NCCCCCC*)C(N*)=O,5.7328
C(CCCCCCC(NCCCCCC*)=O)C(N*)=O,5.6457
C(CCCCCCCC(NCCCCCC*)=O)C(N*)=O,6.0268
C(CCCCCCC(=O)NCCCCCC*)CCCC(N*)=O,5.7224
C(C(N*)=O)CCCCC*,6.0436
*CCCCCCCC(=O)N*,6.0401
C(CCCCC(NCCCCCCCC*)=O)CCCC(N*)=O,5.7713
C(CCCCCC*)CNC(CCCCCCCCCCC(N*)=O)=O,5.8323
*CCCCCCCCC(=O)N*,6.101
C(CCCC(NCCCCCCCCC*)=O)C(N*)=O,5.6864
C(CCCC(=O)N*)CCCCC*,6.1321
C(CCCCC(=O)N*)CCCCC*,6.0098
C(CCCCCC(N*)=O)CCCCC*,6.0986
C(CCCCCCCCCCCC(=O)NCCCCCCCCCCCC*)CCCCC(=O)N*,5.9072
C(CCCCCCCCCCC*)C(N*)=O,6.0892
C(CCC(*)=O)CC(NC1CCC(CC2CCC(N*)CC2)CC1)=O,5.6991
*NC(=O)CCCCC(=O)NCCCP(CCC*)CC(C)C,5.1348
c1(C(NCNC(c2ccc(C(=O)*)cc2)=O)=O)ccc(C(=O)O*)cc1,4.0657
C(CCCC(NCCCCCCCCCC*)=O)C(N*)=O,5.8086
C(CCCCCC*)CCCNC(CCCCCCCCC(N*)=O)=O,5.9125
N(CC1CCC(C*)CC1)C(c1cc(C(N*)=O)cc(C(C)(C)C)c1)=O,4.8744
C1CC(CC2CCC(NC(CCCCCCCCCCC(=O)*)=O)CC2)CCC1N*,5.7012
C1(CC2CCC(N*)CC2)CCC(NC(CCCCCCCCC(=O)*)=O)CC1,5.8072
c1c(-c2ccc(N*)cc2)ccc(NC(=O)c2cc(C(=O)*)ccc2)c1,3.4939
C(c1cc(C(=O)NCCCCCC*)ccc1)(=O)N*,5.0813
N(C(=O)c1cc(C(NCC2CCC(C*)CC2)=O)ccc1)*,4.9032
C(c1cc(C(NCCC(C)C(CC*)C)=O)ccc1)(=O)N*,4.994
C(c1cc(C(=O)NCC(C)(CCC*)C)ccc1)(=O)N*,5.0204
C(c1cc(C(=O)N*)ccc1)(NCC1CC(C*)CC(C(C)(C)C)C1)=O,4.8842
O=C(c1cccc(C(=O)NCC2CC(C*)CCC2)c1)N*,4.8123
c1(CC(=O)N*)ccc(CC(NCCCCCCCC*)=O)cc1,5.1086
N(CCCCCC*)C(CCP(c1ccccc1)(CCC(=O)N*)=S)=O,4.6741
N(CCCCCC*)C(CCP(c1ccccc1)(CCC(=O)N*)=O)=O,4.8862
C(CCCC(NCC1(C)CC(N*)CC(C)(C)C1)=O)C(=O)*,5.6216
N(Cc1ccc(C*)cc1)C(CCCCCCCCCCC(=O)N*)=O,5.2323
N(Cc1ccc(C*)cc1)C(CCCCCCCCCCCCCC(=O)N*)=O,5.2897
CC(C)(N*)CC(*)=O,5.5484
C(C(N*)=O)CCCC(=O)NCC(C)(CCC*)C,5.8218
C(CCCC(NCC(CC(C)(CC*)C)C)=O)C(N*)=O,5.8095
C(c1cc(C(=O)Nc2c3c(ccc2)c(N*)ccc3)ccc1)(=O)*,3.1462
C(c1cc(C(=O)Nc2cc(N*)ccc2)ccc1)(*)=O,4.1202
*C(=O)c1cccc(C(Nc2ccc(N*)cc2)=O)c1,3.551
O=C(*)c1ccc(C(Nc2ccc(N*)cc2)=O)cc1,3.2673
c1c(-c2ccc(N*)cc2)ccc(NC(=O)c2ccc(C(*)=O)cc2)c1,3.3951
c1cc(C(NCCC(CCC*)C(C)C)=O)ccc1C(N*)=O,4.6978
O=C(c1ccc(C(=O)NCCCCCCC*)cc1)N*,4.6365
c1(Cc2ccc(N*)cc2)ccc(NC(c2ccc(C(*)=O)cc2)=O)cc1,3.2294
C(CCCC(NCCCCCCCCC*)=O)CCCC(N*)=O,5.928
C(CCCCCC(NCCCCCCCC*)=O)C(N*)=O,5.7761
O=C(N*)C*,6.0823
*NC(C(=O)*)CCC(OC)=O,5.9283
N(*)C(=O)CCC=CCCC(=O)NCCCC*,5.5356
C1CN(C(=O)CCCCCCCCC(*)=O)CCN1*,5.5924
C(C(N1CCN(*)CC1)=O)CCCC(*)=O,5.6091
C(CC=CCCC(=O)NCCCCCC*)C(N*)=O,5.6458
O=C(C(N*)=O)NCCCCCCCCCCCC*,5.7269
C(CCC(NCCCCCCCCCC*)=O)=CCCC(N*)=O,5.6731
C(CCCCCC(N*)=O)CC(NCCCCCCCCCC*)=O,5.9559
CC(C)(C*)C(N*)=O,5.6887
*CCCCC(CC(=O)N*)C,6.0469
*CCCC(CCC(=O)N*)C,5.9091
*CC(C)CCCCC(=O)N*,6.0272
CC(CC(=O)*)N*,5.711
C(C(N*)=O)CC*,5.5236
C(C(N*)=O)C(CCC*)C,6.0894
C(CC*)CC(N*)=O,5.9658
C(CCCCCCCCCCCCCCC*)C(N*)=O,6.0239
*CNC(CCCCC(=O)N*)=O,6.0289
C(CCCCCCCC(NC*)=O)C(N*)=O,6.1742
